Event,B/S,Symb,Shares,Price,Route,Time,Account,Note,
Execute,Buy,AUPH,50,15.84,SMAT,09:39:35,TRP202239,,
Accept,Buy,AUPH,50,15.87,SMAT,09:39:35,TRP202239,,
Sending,Buy,AUPH,50,15.87,SMAT,09:39:35,TRP202239,,
Execute,Shrt,AUPH,50,15.74,SMAT,09:39:07,TRP202239,,
Accept,Shrt,AUPH,50,15.71,SMAT,09:39:07,TRP202239,,
Sending,Shrt,AUPH,50,15.71,SMAT,09:39:07,TRP202239,,
Execute,Sell,AUPH,50,15.81,SMAT,09:38:45,TRP202239,,
Accept,Sell,AUPH,50,15.78,SMAT,09:38:45,TRP202239,,
Sending,Sell,AUPH,50,15.78,SMAT,09:38:45,TRP202239,,
Execute,Buy,AUPH,50,15.75,SMAT,09:38:35,TRP202239,,
Accept,Buy,AUPH,50,15.78,SMAT,09:38:35,TRP202239,,
Sending,Buy,AUPH,50,15.78,SMAT,09:38:35,TRP202239,,
Execute,Buy,PFE,100,38.43,SMAT,09:37:20,TRP202239,,
Accept,Buy,PFE,100,38.45,SMAT,09:37:20,TRP202239,,
Sending,Buy,PFE,100,38.45,SMAT,09:37:20,TRP202239,,
Execute,Shrt,PFE,50,38.32,SMAT,09:36:21,TRP202239,,
Accept,Shrt,PFE,50,38.03,SMAT,09:36:21,TRP202239,,
Sending,Shrt,PFE,50,38.03,SMAT,09:36:21,TRP202239,,
Canceled,Buy,PFE,50,38.17,SMAT,09:36:14,TRP202239,Canceled,
Canceling,Buy,PFE,50,38.17,SMAT,09:36:14,TRP202239,,
Accept,Buy,PFE,50,38.17,SMAT,09:36:03,TRP202239,,
Sending,Buy,PFE,50,38.17,SMAT,09:36:03,TRP202239,,
Canceled,Buy,PFE,50,38.17,SMAT,09:36:00,TRP202239,Canceled,
Canceling,Buy,PFE,50,38.17,SMAT,09:36:00,TRP202239,,
Accept,Buy,PFE,50,38.17,SMAT,09:35:36,TRP202239,,
Sending,Buy,PFE,50,38.17,SMAT,09:35:36,TRP202239,,
Canceled,Buy,PFE,50,38.17,SMAT,09:35:29,TRP202239,Canceled,
Canceling,Buy,PFE,50,38.17,SMAT,09:35:29,TRP202239,,
Canceled,Buy,PFE,50,38.17,SMAT,09:35:29,TRP202239,Canceled,
Canceling,Buy,PFE,50,38.17,SMAT,09:35:29,TRP202239,,
Send_Rej,Buy,PFE,50,38.17,SMAT,09:35:18,TRP202239,Not enough buying power! Check Open Orders[1279],
Accept,Buy,PFE,50,38.17,SMAT,09:35:05,TRP202239,,
Sending,Buy,PFE,50,38.17,SMAT,09:35:05,TRP202239,,
Accept,Buy,PFE,50,38.17,SMAT,09:34:42,TRP202239,,
Sending,Buy,PFE,50,38.17,SMAT,09:34:42,TRP202239,,
Execute,Shrt,PFE,50,38.11,SMAT,09:34:15,TRP202239,,
Accept,Shrt,PFE,50,38.1,SMAT,09:34:15,TRP202239,,
Sending,Shrt,PFE,50,38.1,SMAT,09:34:15,TRP202239,,
Execute,Sell,AUPH,50,15.34,SMAT,09:33:37,TRP202239,,
Accept,Sell,AUPH,50,15.32,SMAT,09:33:37,TRP202239,,
Sending,Sell,AUPH,50,15.32,SMAT,09:33:37,TRP202239,,
Execute,Buy,AUPH,50,15.48,SMAT,09:32:39,TRP202239,,
Accept,Buy,AUPH,50,15.51,SMAT,09:32:39,TRP202239,,
Sending,Buy,AUPH,50,15.51,SMAT,09:32:39,TRP202239,,
Execute,Buy,AUPH,50,15.39,SMAT,09:30:57,TRP202239,,
Accept,Buy,AUPH,50,15.42,SMAT,09:30:57,TRP202239,,
Sending,Buy,AUPH,50,15.42,SMAT,09:30:57,TRP202239,,
Execute,Shrt,AUPH,50,15.15,SMAT,09:30:10,TRP202239,,
Accept,Shrt,AUPH,50,15.12,SMAT,09:30:10,TRP202239,,
Sending,Shrt,AUPH,50,15.12,SMAT,09:30:10,TRP202239,,
