Event,B/S,Symb,Shares,Price,Route,Time,Account,Note,
Accept,Sell,BNTX,5,97.21,SMAT,09:33:15,TRP202239,,
Sending,Sell,BNTX,5,97.21,SMAT,09:33:15,TRP202239,,
Execute,Buy,BNTX,50,96.99,SMAT,09:33:03,TRP202239,,
Accept,Buy,BNTX,50,97.02,SMAT,09:33:03,TRP202239,,
Sending,Buy,BNTX,50,97.02,SMAT,09:33:03,TRP202239,,
Execute,Buy,BNTX,45,96.98,SMAT,09:30:08,TRP202239,,
Accept,Buy,BNTX,45,97.01,SMAT,09:30:08,TRP202239,,
Sending,Buy,BNTX,45,97.01,SMAT,09:30:08,TRP202239,,
Execute,Buy,BNTX,5,96.98,SMAT,09:30:07,TRP202239,,
Accept,Buy,BNTX,5,97.01,SMAT,09:30:07,TRP202239,,
Sending,Buy,BNTX,5,97.01,SMAT,09:30:07,TRP202239,,
Execute,Shrt,BNTX,50,97.22,SMAT,09:30:01,TRP202239,,
Accept,Shrt,BNTX,50,97.22,SMAT,09:30:01,TRP202239,,
Sending,Shrt,BNTX,50,97.22,SMAT,09:30:01,TRP202239,,
